iter	Logloss
119	0.08868271489
120	0.08810844836
121	0.08771853872
122	0.08745284704
123	0.08710887395
124	0.08684495548
125	0.08649948793
126	0.08602485281
127	0.08564962428
128	0.08539754958
129	0.08517003615
130	0.08492105409
131	0.08454297068
132	0.08409834556
133	0.08382821264
134	0.08363047069
135	0.08328995668
136	0.08303689623
137	0.08270898104
138	0.08242367317
139	0.08204206095
140	0.08158676442
141	0.08116365415
142	0.0807843177
143	0.08039474432
144	0.08002933963
145	0.07977752349
146	0.07949361438
147	0.0792125077
148	0.07882504273
149	0.07852508075
150	0.0782655677
151	0.07801044888
152	0.07776913956
153	0.07748951487
154	0.07710451398
155	0.07679962484
156	0.07655374839
157	0.07630837218
158	0.07613979609
159	0.07581712404
160	0.07552278672
161	0.07516387921
162	0.074875848
163	0.07456042915
164	0.0742657662
165	0.07412039767
166	0.07376648396
167	0.07347046184
168	0.07311579673
169	0.07285022969
170	0.07250693077
171	0.07220512819
172	0.07201925453
173	0.07163440671
174	0.07143645837
175	0.07111090884
176	0.07087977161
177	0.07063385791
178	0.07031235986
179	0.06997515706
180	0.0696525969
181	0.06943903457
182	0.06927428921
183	0.06914670042
184	0.06896932499
185	0.068700494
186	0.06847630906
187	0.06829020555
188	0.06804397677
189	0.06769863928
190	0.06748569278
191	0.06725991798
192	0.06707372177
193	0.06684865954
194	0.06665939308
195	0.06651156566
196	0.06637615807
197	0.0661327769
198	0.06573826391
199	0.06549430166
200	0.0651985071
201	0.06492600193
202	0.06473329628
203	0.0644591141
204	0.06430633306
205	0.06411544094
206	0.06383082821
207	0.06364131487
208	0.06349249354
209	0.06318954431
210	0.0629039399
211	0.06264967274
212	0.06232873081
213	0.06211277274
214	0.06186773529
215	0.06166726382
216	0.06147271448
217	0.06121232418
218	0.0610563947
219	0.06083935116
220	0.06073662235
221	0.06056520973
222	0.06036193935
223	0.06006418464
224	0.0599548481
225	0.05984203498
226	0.0596254156
227	0.05937308435
228	0.0592506115
229	0.05909095926
230	0.05895769955
231	0.05883369658
232	0.05871106866
233	0.05844419304
234	0.05832902201
235	0.05815531051
236	0.05795828346
237	0.0578563332
238	0.05754105018
239	0.05734531403
240	0.05718795588
241	0.05701668305
242	0.05686437927
243	0.05671257127
244	0.05652266488
245	0.05626562307
246	0.05612504948
247	0.05596234637
248	0.05585931497
249	0.05572625326
250	0.05561444262
251	0.05538537471
252	0.05521869498
253	0.05506923891
254	0.05484318167
255	0.05470115672
256	0.05454202169
257	0.05436832746
258	0.05429382768
259	0.05411629581
260	0.05390397841
261	0.05374977154
262	0.05362452731
263	0.05344213908
264	0.05329349702
265	0.05316879533
266	0.0530510791
267	0.05295280297
268	0.05278463349
269	0.05270202377
270	0.05262353503
271	0.05245596253
272	0.05229231357
273	0.0520017323
274	0.05188081566
275	0.05173906605
276	0.05154498167
277	0.05146247278
278	0.05130252784
279	0.0511406279
280	0.0510325942
281	0.0509035218
282	0.05080972294
283	0.05071981788
284	0.05061003217
285	0.05050725565
286	0.05035132337
287	0.05017431836
288	0.05002106965
289	0.04993128713
290	0.04969389293
291	0.0495291782
292	0.04940273378
293	0.04929444685
294	0.0491870645
295	0.04901152284
296	0.04890884803
297	0.0487824602
298	0.04865098563
299	0.04856194858
300	0.04844869518
301	0.04838052881
302	0.04828181774
303	0.04804158894
304	0.04788579285
305	0.04778507226
306	0.04758664638
307	0.04743538498
308	0.04734070748
309	0.04720706816
310	0.0471104317
311	0.04692091821
312	0.04681131714
313	0.04670968483
314	0.04655260675
315	0.04642387317
316	0.04627918954
317	0.04609295906
318	0.04599853053
319	0.04595386843
320	0.04580740137
321	0.04560997514
322	0.04554042699
323	0.04540729993
324	0.0453211236
325	0.045206708
326	0.04511061012
327	0.0450189899
328	0.04497533891
329	0.04488009808
330	0.04474174161
331	0.04465677153
332	0.04453517103
333	0.04448305637
334	0.0443610287
335	0.04429771327
336	0.04415174753
337	0.04396480456
338	0.04379142811
339	0.04358378821
340	0.04342009344
341	0.04331520839
342	0.04324640987
343	0.04315579691
344	0.04304867843
345	0.04299281885
346	0.04295952018
347	0.0428609297
348	0.0427502802
349	0.04262036157
350	0.04252894246
351	0.0424547414
352	0.04238250578
353	0.04221853017
354	0.04214891542
355	0.04203358357
356	0.04193551509
357	0.04180912453
358	0.04174290735
359	0.04167514883
360	0.04159254438
361	0.04152435653
362	0.04143964368
363	0.04137378978
364	0.04128723961
365	0.04121349573
366	0.04113813698
367	0.04100097673
368	0.04088123696
369	0.04076187152
370	0.04066969049
371	0.04056102544
372	0.0404262905
373	0.04030095346
374	0.04019086533
375	0.04011045282
376	0.03999905647
377	0.03992217187
378	0.03988998739
379	0.03980437184
380	0.03968742121
381	0.03959182424
382	0.03943448972
383	0.03932130028
384	0.03926185931
385	0.0390829114
386	0.03902715108
387	0.03894363083
388	0.0387999958
389	0.03869894451
390	0.03859181848
391	0.03848237777
392	0.03840979286
393	0.03833983695
394	0.0382426848
395	0.03813194646
396	0.03798731827
397	0.03793595843
398	0.03788701575
399	0.03775425261
400	0.03767477365
401	0.03763119054
402	0.03745543116
403	0.03736463016
404	0.03722008744
405	0.03712876443
406	0.03707580195
407	0.03693605713
408	0.03678394728
409	0.03670916131
410	0.03664877497
411	0.03657557653
412	0.03644807846
413	0.03631714384
414	0.03620928535
415	0.03615778167
416	0.03607582562
417	0.03604490272
418	0.03594059829
419	0.03578662385
420	0.03572237388
421	0.03561262306
422	0.03556797598
423	0.03547389562
424	0.03542391247
425	0.03530889214
426	0.03522307216
427	0.03512767781
428	0.03506068904
429	0.03496623305
430	0.03486883611
431	0.03473181578
432	0.03465491593
433	0.03449814363
434	0.0344106558
435	0.03432928774
436	0.03423127848
437	0.03413415271
438	0.03401450841
439	0.03394641452
440	0.03388387499
441	0.03380551971
442	0.03371426761
443	0.03361603686
444	0.03352656414
445	0.03336594224
446	0.03330961149
447	0.0332383001
448	0.03314627635
449	0.03309338804
450	0.03303177865
451	0.032956194
452	0.03290423434
453	0.03279476755
454	0.03268780261
455	0.03264738372
456	0.03255021665
457	0.03246105387
458	0.03241831028
459	0.03237576391
460	0.03229378458
461	0.03214983552
462	0.03200346117
463	0.03193019625
464	0.03187769635
465	0.03178611478
466	0.03170112855
467	0.03162024081
468	0.03152277017
469	0.03146599479
470	0.03139820214
471	0.03132951636
472	0.03122470078
473	0.03117052888
474	0.03108371542
475	0.03102257542
476	0.03094445611
477	0.03085016679
478	0.03080175123
479	0.03067755667
480	0.03057203229
481	0.03051958199
482	0.03048508404
483	0.03037307294
484	0.03026298649
485	0.03020678372
486	0.03010576795
487	0.03004578213
488	0.02999575829
489	0.02993270645
490	0.02985851795
491	0.02982069434
492	0.02972428148
493	0.02962369683
494	0.02956647823
495	0.02949541006
496	0.02940878798
497	0.02935977663
498	0.02933516948
499	0.02923447179
500	0.02917686471
501	0.02910747161
502	0.02905288151
503	0.02897538498
504	0.02889152922
505	0.02882064911
506	0.02871419925
507	0.02868431201
508	0.02864542044
509	0.02859841943
510	0.02849375146
511	0.02845011489
512	0.02841766234
513	0.02828419027
514	0.02824758685
515	0.02821213068
516	0.02814675893
517	0.02806498961
518	0.02800845488
519	0.02795004717
520	0.02789430619
521	0.02784654201
522	0.027745121
523	0.02764710205
524	0.02754883887
525	0.02749805346
526	0.02741229453
527	0.02735589707
528	0.02732203426
529	0.02726588321
530	0.02720718603
531	0.02714288662
532	0.02707456141
533	0.02703811199
534	0.02694215862
535	0.0268728462
536	0.02683553549
537	0.02679752645
538	0.02668970292
539	0.02662543004
540	0.0265346974
541	0.02650543399
542	0.02640455784
543	0.02628509237
544	0.0262118294
545	0.02613319739
546	0.02604857244
547	0.02596906708
548	0.02590969177
549	0.02586424079
550	0.02580758518
551	0.02576496511
552	0.02569678857
553	0.0256053151
554	0.02555914278
555	0.02550551329
556	0.0254348109
557	0.02537658101
558	0.02534257484
559	0.02532183936
560	0.02527968905
561	0.02522732597
562	0.02519477088
563	0.02513372409
564	0.02507095169
565	0.02504772896
566	0.02497820058
567	0.02492695795
568	0.0249002508
569	0.02482993034
570	0.02474724461
571	0.02468931066
572	0.02461738951
573	0.02457679545
574	0.02447325575
575	0.02443027143
576	0.02438598696
577	0.02435186667
578	0.02429927829
579	0.02425647095
580	0.0242149506
581	0.02414717911
582	0.02406540628
583	0.02400853932
584	0.02397286746
585	0.02393697867
586	0.02387928157
587	0.02385521502
588	0.02378900881
589	0.0237167478
590	0.02367503431
591	0.023618742
592	0.0235703774
593	0.02350850391
594	0.02346092432
595	0.02343982891
596	0.02338669557
597	0.0233339134
598	0.02326055149
599	0.02321714069
600	0.02317924358
601	0.02313013844
602	0.02309236636
603	0.02305090049
604	0.02298905376
605	0.02292998051
606	0.02287808763
607	0.02281962574
608	0.02278596916
609	0.02273338243
610	0.02266564543
611	0.02259228153
612	0.02255484975
613	0.02252211768
614	0.02246536635
615	0.02243628067
616	0.02235048781
617	0.02231664416
618	0.0222598127
619	0.02222469939
620	0.02218642797
621	0.02216325531
622	0.02213178573
623	0.02208542017
624	0.02203066736
625	0.02199387371
626	0.02197221225
627	0.0218863696
628	0.02183049785
629	0.02177679141
630	0.0217177507
631	0.02167386278
632	0.02164496332
633	0.02161691366
634	0.02158220598
635	0.02155257524
636	0.02148393092
637	0.0214565659
638	0.0214294643
639	0.02139238733
640	0.02134747395
641	0.02125796703
642	0.02124031726
643	0.02122153323
644	0.02117387872
645	0.02115677052
646	0.02111170463
647	0.02108118821
648	0.02101942569
649	0.02097397804
650	0.02095011548
651	0.02088127199
652	0.02084744418
653	0.02082932762
654	0.02078721656
655	0.02072468796
656	0.02067387359
657	0.02062606688
658	0.02058939037
659	0.02050563022
660	0.0204542922
661	0.02041306216
662	0.02037286408
663	0.02029024699
664	0.02026198344
665	0.02024990539
666	0.02019979008
667	0.02018867383
668	0.02017780671
669	0.0201346206
670	0.02009448174
671	0.02003519616
672	0.0199966813
673	0.01997759298
674	0.0199593781
675	0.01991535124
676	0.01987198894
677	0.01984259901
678	0.01976171937
679	0.01973800688
680	0.01969514232
681	0.01964789346
682	0.01962700101
683	0.01957485642
684	0.01954951945
685	0.01951946344
686	0.01949873415
687	0.01942954253
688	0.01941367972
689	0.01936204642
690	0.01934376242
691	0.01932023616
692	0.01925714428
693	0.01921009006
694	0.01917844995
695	0.01913213103
696	0.01910061099
697	0.01905145943
698	0.01902659548
699	0.01900584279
700	0.01897851905
701	0.01894954978
702	0.01891410501
703	0.01888329903
704	0.01881961681
705	0.01878842215
706	0.01873068555
707	0.01870445625
708	0.01867521886
709	0.01862824827
710	0.01857186245
711	0.01854172687
712	0.01852018661
713	0.01848590379
714	0.01844981701
715	0.01841856715
716	0.01836357821
717	0.01832172003
718	0.01830400853
719	0.01825728676
720	0.01821663801
721	0.01819409895
722	0.01815832123
723	0.01815186615
724	0.01810723968
725	0.01805565513
726	0.01802259358
727	0.0179854942
728	0.01796327544
729	0.01791962448
730	0.01787733575
731	0.01785700628
732	0.01782994249
733	0.01777764243
734	0.01775075286
735	0.01771832544
736	0.01766991444
737	0.01764379012
738	0.01763061115
739	0.01759408813
740	0.01754692813
741	0.01749513985
742	0.01746711118
743	0.01743645052
744	0.01739187936
745	0.01735637643
746	0.01733455655
747	0.01732500024
748	0.0173066032
749	0.01728043599
750	0.01723209023
751	0.01720431283
752	0.01716411254
753	0.01713068126
754	0.01709283756
755	0.0170805795
756	0.01703248003
757	0.01699657185
758	0.01695587543
759	0.01691727267
760	0.01689092983
761	0.01687217915
762	0.01684999263
763	0.01681036714
764	0.01677198196
765	0.01675046197
766	0.01673988015
767	0.01669658022
768	0.01666713833
769	0.01663049534
770	0.01659213067
771	0.01654666966
772	0.0165136081
773	0.01645579568
774	0.01644497319
775	0.01637291603
776	0.01634444804
777	0.01631650265
778	0.01629804264
779	0.01624822496
780	0.0162355638
781	0.01620389827
782	0.01616229151
783	0.01612826397
784	0.01610675529
785	0.01607726035
786	0.01602460123
787	0.01598509921
788	0.01595288566
789	0.01592943813
790	0.01586425707
791	0.01584566769
792	0.01582295991
793	0.01580392268
794	0.01578720139
795	0.0157718835
796	0.01575989686
797	0.01573350233
798	0.01570195701
799	0.01565190547
800	0.01563968442
801	0.01561307804
802	0.01558346759
803	0.01554669135
804	0.01552872043
805	0.01551002575
806	0.01546364401
807	0.01545827637
808	0.01544285731
809	0.01540867186
810	0.01539685282
811	0.01534168201
812	0.01532861627
813	0.01531923629
814	0.01528548233
815	0.01526683094
816	0.01524062267
817	0.01517900893
818	0.015160272
819	0.01515165158
820	0.01511498382
821	0.01507226415
822	0.01502694969
823	0.01498589312
824	0.01495196171
825	0.01492325437
826	0.01488449673
827	0.01486883427
828	0.01485870172
829	0.01483348365
830	0.01481103953
831	0.01479583621
832	0.01478148629
833	0.01474841208
834	0.01471097065
835	0.0146995813
836	0.01466741374
837	0.01463510353
838	0.0146214514
839	0.01460738252
840	0.01456289901
841	0.01454318955
842	0.01451883531
843	0.01447781402
844	0.01444522175
845	0.01441883086
846	0.01441095818
847	0.01438445337
848	0.01435656695
849	0.01433628968
850	0.01432103188
851	0.01428757351
852	0.01423083955
853	0.01421638573
854	0.0141942281
855	0.01416431759
856	0.01415862137
857	0.0141105785
858	0.0140971523
859	0.01407144893
860	0.01403531198
861	0.01401860349
862	0.01397427652
863	0.01393267181
864	0.01389839344
865	0.01387944788
866	0.01384974274
867	0.01380155841
868	0.0137846126
869	0.01373566253
870	0.01370770216
871	0.01370026044
872	0.01367941107
873	0.01366873754
874	0.01363977309
875	0.0136050695
876	0.01358613152
877	0.01356021754
878	0.01353268384
879	0.01350651561
880	0.01347447388
881	0.01345976631
882	0.0134531379
883	0.01343362534
884	0.01341999186
885	0.01340767106
886	0.01339551577
887	0.01337254199
888	0.01335295629
889	0.01333441684
890	0.01331960876
891	0.01329295573
892	0.0132739314
893	0.01323932478
894	0.01322897645
895	0.01319948103
896	0.01317304133
897	0.01315897766
898	0.01313664954
899	0.01312102581
900	0.01309928237
901	0.01308611871
902	0.01305434671
903	0.01303752432
904	0.01302180855
905	0.01299587344
906	0.01297323221
907	0.01295986693
908	0.01293717221
909	0.01292891243
910	0.01289810505
911	0.01286377158
912	0.01284133014
913	0.01283016723
914	0.01282404633
915	0.01280895398
916	0.01279532889
917	0.01275284309
918	0.01272296722
919	0.01270682547
920	0.01269075591
921	0.0126621033
922	0.01264140631
923	0.01262468328
924	0.01258319842
925	0.01257589531
926	0.01254264388
927	0.01252775674
928	0.01248484178
929	0.01245892508
930	0.01244295335
931	0.01241756508
932	0.01238260715
933	0.01236333196
934	0.01234078041
935	0.01232446734
936	0.01231305597
937	0.01229069278
938	0.01227900252
939	0.0122532019
940	0.01223934357
941	0.01221634857
942	0.01220020269
943	0.01215747662
944	0.01213649394
945	0.01213645586
946	0.01213227446
947	0.01212194268
948	0.01210706001
949	0.01208035534
950	0.01206422987
951	0.01203514064
952	0.01201258932
953	0.01201255946
954	0.01200863166
955	0.01198205725
956	0.01196354811
957	0.0119380628
958	0.01192189145
959	0.0119015023
960	0.01188991111
961	0.011868992
962	0.01186900782
963	0.01186701248
964	0.0118668858
965	0.01184838423
966	0.01181903109
967	0.01180474454
968	0.01177920127
969	0.01176841133
970	0.01175863833
971	0.0117477533
972	0.01172123929
973	0.01170422707
974	0.01168066003
975	0.01167160128
976	0.01167149161
977	0.01165294366
978	0.01161337486
979	0.01159722931
980	0.01159023262
981	0.01157554217
982	0.01153359646
983	0.01150816601
984	0.01150811012
985	0.01150811783
986	0.01150813274
987	0.01148526255
988	0.01145640092
989	0.01143880562
990	0.01142089183
991	0.01140979488
992	0.01138880524
993	0.0113742432
994	0.01136955295
995	0.01134440007
996	0.0113205359
997	0.01129972308
998	0.01129110658
999	0.01127967384
